participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.total_round_num,player.transcribed_text,player.cmp_dst,player.completed,player.num_rounds,group.id_in_subsession,group.total_round_num,subsession.round_number,subsession.total_round_num,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
159,v3fyuvzv,60a2cbab9a74ddb09789cfa8,0,114,115,dictator,submission_prolific,2022-01-30 21:34:28.201658,1,,,0.0,159,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
160,zeytfh4x,60bd185bc08594fac51a7909,0,114,115,dictator,submission_prolific,2022-01-30 21:34:52.984894,1,,,0.0,160,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
161,jm3n718h,600edb0946cf807f2c08cf95,0,114,115,dictator,submission_prolific,2022-01-30 21:37:27.936843,1,,,0.0,161,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
162,ijeakiid,56a744ee5ad8d9000c970b07,0,114,115,dictator,submission_prolific,2022-01-30 21:37:32.867742,1,,,0.0,162,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
163,o6mbov7i,5ed6ad6d923c090fbbe04b2a,0,114,115,dictator,submission_prolific,2022-01-30 21:38:08.975132,1,,,0.0,163,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
164,ei2m8vik,5fbdc4f0784d3f225d8d96d1,0,114,115,dictator,submission_prolific,2022-01-30 21:38:24.521971,1,,,0.0,164,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
165,ux1sh4hj,610024e959ce4d541092bf1d,0,114,115,dictator,submission_prolific,2022-01-30 21:40:10.318742,1,,,0.0,165,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
166,twdam6d2,5f7bb6fdd30ef81a9ad511b0,0,3,115,start_cont,comprehension_test,2022-01-30 21:40:21.591576,1,,,0.0,166,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
167,6t5twq8f,5f56e1d1b72358165158550d,0,114,115,dictator,submission_prolific,2022-01-30 21:41:24.321697,1,,,0.0,167,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
168,r1pgfiky,606ce98ff96ae58d9b36e847,0,114,115,dictator,submission_prolific,2022-01-30 21:41:51.132786,1,,,0.0,168,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
169,1gsbcfgj,602f0ae20a29c4bca6e1ee7d,0,114,115,dictator,submission_prolific,2022-01-30 21:42:32.540954,1,,,0.0,169,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
170,pjv6lrmp,5cb5ff63931852001cf69b28,0,114,115,dictator,submission_prolific,2022-01-30 21:42:40.641435,1,,,0.0,170,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
171,4a9ro4wk,614e951047173bf040153e8e,0,114,115,dictator,submission_prolific,2022-01-30 21:42:41.892618,1,,,0.0,171,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
172,zmlxb6lv,60837036efbfa301ef4ac192,0,114,115,dictator,submission_prolific,2022-01-30 21:43:08.806548,1,,,0.0,172,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
173,ke2q8rkp,5edc203396a7278dd3c731ed,0,114,115,dictator,submission_prolific,2022-01-30 21:43:43.351761,1,,,0.0,173,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
174,1cxjy2xm,5c10809ec3871300012bef87,0,114,115,dictator,submission_prolific,2022-01-30 21:44:04.123938,1,,,0.0,174,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
175,0pb8yjw5,60245170efd32a12e9b699bc,0,114,115,dictator,submission_prolific,2022-01-30 21:44:11.909443,1,,,0.0,175,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
176,f2w2lqw9,5cb7d2f8f0e73600180b9555,0,114,115,dictator,submission_prolific,2022-01-30 21:46:01.877331,1,,,0.0,176,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
177,cldl28q3,61079572f96c850f028957ca,0,114,115,dictator,submission_prolific,2022-01-30 21:48:08.298048,1,,,0.0,177,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
178,x4smqul7,58afadc49f78e200018fa48d,0,114,115,dictator,submission_prolific,2022-01-30 21:48:30.960837,1,,,0.0,178,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
179,0314jjpi,5edbaae1b9f9f68349ce80f3,0,114,115,dictator,submission_prolific,2022-01-30 21:48:42.990078,1,,,0.0,179,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
180,oat94xfj,55a5f19bfdf99b28b5340d00,0,107,115,dictator,Wait_start_1,2022-01-30 21:49:24.403065,1,,,0.0,180,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
181,47yih0fz,613ea88e7cba1e666c555841,0,114,115,dictator,submission_prolific,2022-01-30 21:49:35.147348,1,,,0.0,181,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
182,cvxkizhf,5da57d17349a480019dc0b69,0,114,115,dictator,submission_prolific,2022-01-30 21:50:02.257728,1,,,0.0,182,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
183,oi8id9hx,5f31c7c8152f590f64c8e902,0,114,115,dictator,submission_prolific,2022-01-30 21:51:07.632633,1,,,0.0,183,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
184,k0r7yrdn,6139348ebc57a7de25346990,0,114,115,dictator,submission_prolific,2022-01-30 21:51:12.086007,1,,,0.0,184,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
185,7onqk6m5,6151f70bf945f8ed4230d867,0,114,115,dictator,submission_prolific,2022-01-30 21:51:27.122781,1,,,0.0,185,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
186,gs6hizjl,5f44c445cfb0a801244f652f,0,114,115,dictator,submission_prolific,2022-01-30 21:52:16.979854,1,,,0.0,186,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
187,n40saas8,5d9f4d5f3cac2b0016c79242,0,114,115,dictator,submission_prolific,2022-01-30 21:52:33.335135,1,,,0.0,187,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
188,l4w23q5j,61760b30f2c7886886924db1,0,114,115,dictator,submission_prolific,2022-01-30 21:52:42.492277,1,,,0.0,188,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
189,ssypx6p3,5f349bb8c0c95c21dda77b3c,0,114,115,dictator,submission_prolific,2022-01-30 21:53:09.893696,1,,,0.0,189,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
190,jm8idn5z,5ec63a2ce7e4bf000a0df40c,0,114,115,dictator,submission_prolific,2022-01-30 21:55:49.204011,1,,,0.0,190,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
191,q5won80l,5a6fec42ff6f2300013ee471,0,114,115,dictator,submission_prolific,2022-01-30 21:56:02.343719,1,,,0.0,191,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
192,9ackz7ap,6111119b601cb98e28289a46,0,114,115,dictator,submission_prolific,2022-01-30 21:56:11.183017,1,,,0.0,192,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
193,jnlr8sdr,5ce5e6c19c40b2001b3a031f,0,114,115,dictator,submission_prolific,2022-01-30 21:56:38.514833,1,,,0.0,193,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
194,8p8u7p1z,60baaa995c09d3162511871d,0,114,115,dictator,submission_prolific,2022-01-30 21:56:50.692723,1,,,0.0,194,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
195,2rvvqspw,610e25f9f9818357aca7dc5f,0,114,115,dictator,submission_prolific,2022-01-30 21:57:02.601344,1,,,0.0,195,,0.0,,,,0,0,1,,25,,u1vjsq99,,,,,0
196,a6pl43vx,5b4ccf677f4f6a0001a021f8,0,114,115,dictator,submission_prolific,2022-01-30 21:59:15.800883,1,,,0.0,196,,0.0,,WNW6,0,0,0,1,,25,,u1vjsq99,,,,,0
1,9lysuc4z,60dbe1ade399352be04a652d,0,114,115,dictator,submission_prolific,2022-01-30 20:40:28.840714,1,,,0.0,1,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
2,epz9qpw2,61001400237f51c3662bd5b4,0,114,115,dictator,submission_prolific,2022-01-30 20:40:39.892636,1,,,0.0,2,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
3,yyyq9rfa,5d0ed8b577178a00019f74b3,0,114,115,dictator,submission_prolific,2022-01-30 20:42:04.690406,1,,,0.0,3,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
4,d7xnp6t5,611884342da45986deaa204f,0,114,115,dictator,submission_prolific,2022-01-30 20:42:18.059383,1,,,0.0,4,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
5,u2dd80fq,60fdec362993efac7a618dfd,0,114,115,dictator,submission_prolific,2022-01-30 20:42:20.631104,1,,,0.0,5,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
6,mezy12y5,5dd8da70fef7c2880a12500d,0,114,115,dictator,submission_prolific,2022-01-30 20:42:30.130592,1,,,0.0,6,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
7,fmuz0364,5f21d6bc44cf1215fed5e534,0,114,115,dictator,submission_prolific,2022-01-30 20:42:58.116670,1,,,0.0,7,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
8,7i1od4t4,60fda965a6b7be7629d0be00,0,114,115,dictator,submission_prolific,2022-01-30 20:44:52.001016,1,,,0.0,8,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
9,melllt1p,614df85d8603811e25e84d17,0,114,115,dictator,submission_prolific,2022-01-30 20:47:27.090979,1,,,0.0,9,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
10,23djgpyb,5df5b73cd52c7b4021e0d0b6,0,114,115,dictator,submission_prolific,2022-01-30 20:47:35.325489,1,,,0.0,10,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
11,syc2p64f,5ec37264194de71cb7b82637,0,114,115,dictator,submission_prolific,2022-01-30 20:49:51.677477,1,,,0.0,11,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
12,f7wqi71j,60ceac2e9edfbb89436f4867,0,114,115,dictator,submission_prolific,2022-01-30 20:50:27.972537,1,,,0.0,12,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
13,xizqn3yh,6151d7e5e542dc73b5eaf5db,0,114,115,dictator,submission_prolific,2022-01-30 20:50:46.792181,1,,,0.0,13,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
14,a73utlnu,60ff82acec6d7fc4c4a08769,0,114,115,dictator,submission_prolific,2022-01-30 20:51:09.795998,1,,,0.0,14,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
15,rt8f0vwk,60fe2062f9a27921e0cf4211,0,114,115,dictator,submission_prolific,2022-01-30 20:52:32.270000,1,,,0.0,15,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
16,qxuiafjt,60fdbda119f6fbee6e8116a6,0,114,115,dictator,submission_prolific,2022-01-30 20:53:04.037556,1,,,0.0,16,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
17,8ulgl0uw,60fdd47cb6da7411e888e23c,0,114,115,dictator,submission_prolific,2022-01-30 20:53:31.161507,1,,,0.0,17,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
18,n0y8c438,5d9bdc6ff7bd5b001547ec77,0,114,115,dictator,submission_prolific,2022-01-30 20:54:22.328542,1,,,0.0,18,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
19,5esw5c85,60fccf14ec98489192e54358,0,114,115,dictator,submission_prolific,2022-01-30 20:55:52.086403,1,,,0.0,19,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
20,wxuk38yg,5b2914d57f78160001466c01,0,114,115,dictator,submission_prolific,2022-01-30 20:56:17.155890,1,,,0.0,20,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
21,hhie4d2n,614f7e1c941fd499dd553fd1,0,114,115,dictator,submission_prolific,2022-01-30 20:56:46.088334,1,,,0.0,21,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
22,agkskiev,5c994ca30225a000167bd288,0,114,115,dictator,submission_prolific,2022-01-30 20:57:26.242572,1,,,0.0,22,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
23,iokliuq0,60c8f631c054dc9a3315855e,0,114,115,dictator,submission_prolific,2022-01-30 20:57:40.600189,1,,,0.0,23,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
24,w7qzdzrc,5e16bce18dffa0c6f76cda9b,0,114,115,dictator,submission_prolific,2022-01-30 20:57:44.506011,1,,,0.0,24,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
25,ky25tq54,6117c7ca13e573569166d127,0,114,115,dictator,submission_prolific,2022-01-30 20:59:24.047153,1,,,0.0,25,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
26,nmgevc7l,58c84d506d1c600001a09319,0,64,115,exclusion_control,Introduction,2022-01-30 20:59:38.184197,1,,,0.0,26,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
27,8c2hd8vp,5d6420263e95f50001053ce4,0,114,115,dictator,submission_prolific,2022-01-30 20:59:42.040083,1,,,0.0,27,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
28,bhpvbdso,610351a3f6c1b632de5d0040,0,114,115,dictator,submission_prolific,2022-01-30 21:00:01.619296,1,,,0.0,28,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
29,i47gbl7g,60a2fae17fe95f27ca52e424,0,114,115,dictator,submission_prolific,2022-01-30 21:01:17.989138,1,,,0.0,29,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
30,ypvd7rfb,60f739a02be80f8a9108ae3d,0,114,115,dictator,submission_prolific,2022-01-30 21:02:00.874602,1,,,0.0,30,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
31,ico5xmz8,5f7d22898f1f7e1fa9dda650,0,114,115,dictator,submission_prolific,2022-01-30 21:02:02.305047,1,,,0.0,31,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
32,9hirz5nn,5d8a9a4e3ff02d00016fafca,0,114,115,dictator,submission_prolific,2022-01-30 21:02:02.507998,1,,,0.0,32,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
33,wiji112g,615cf2d3e9dfb81e7ef3668d,0,114,115,dictator,submission_prolific,2022-01-30 21:02:43.498244,1,,,0.0,33,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
34,p8uuggma,60fd99351090788eaebbda7b,0,114,115,dictator,submission_prolific,2022-01-30 21:02:46.489968,1,,,0.0,34,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
35,ab0iqp0s,606efc02131bf097def132a2,0,114,115,dictator,submission_prolific,2022-01-30 21:03:11.668359,1,,,0.0,35,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
36,24q885p6,5f39a97fb9eddd145dff233e,0,114,115,dictator,submission_prolific,2022-01-30 21:03:27.124438,1,,,0.0,36,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
37,acrmfao8,611f4f5b19a39508269149c5,0,114,115,dictator,submission_prolific,2022-01-30 21:03:34.478133,1,,,0.0,37,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
38,iw6bby1r,5ee0554d395f86389a14cc39,0,106,115,exclusion_control,survey,2022-01-30 21:03:57.362815,1,,,0.0,38,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
39,1g8lm84h,5ee9b7270e94f636a8e81ee4,0,114,115,dictator,submission_prolific,2022-01-30 21:03:58.594124,1,,,0.0,39,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
40,6pndzv7k,61089eb2f125d1eedafeae42,0,114,115,dictator,submission_prolific,2022-01-30 21:04:07.393315,1,,,0.0,40,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
41,qizyrx00,6025b3681ff1521a3369dffe,0,114,115,dictator,submission_prolific,2022-01-30 21:04:11.617731,1,,,0.0,41,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
42,9kz5zb56,60185baa7d10160c486bc4bc,0,114,115,dictator,submission_prolific,2022-01-30 21:04:23.245334,1,,,0.0,42,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
43,nntmbm4a,60fedfc700906f110c81310e,0,114,115,dictator,submission_prolific,2022-01-30 21:04:29.617268,1,,,0.0,43,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
44,p1d1mawj,6107272874f58769a86a21b9,0,114,115,dictator,submission_prolific,2022-01-30 21:04:35.129783,1,,,0.0,44,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
45,u6onetpa,5da7aeeaf1f30c001892ffc9,0,114,115,dictator,submission_prolific,2022-01-30 21:04:43.821785,1,,,0.0,45,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
46,yoqhaowc,5fc50c78a62b160ac5f58e2e,0,114,115,dictator,submission_prolific,2022-01-30 21:04:54.819414,1,,,0.0,46,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
47,w4p9oxdq,5f6a24cc0d27e008cb1b8488,0,114,115,dictator,submission_prolific,2022-01-30 21:04:57.632337,1,,,0.0,47,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
48,vr2wu4ak,60abe580aa82f25a7acc9800,0,114,115,dictator,submission_prolific,2022-01-30 21:05:03.891987,1,,,0.0,48,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
49,4qzz5opi,606ea77c23c62ce664b759f1,0,114,115,dictator,submission_prolific,2022-01-30 21:05:08.551911,1,,,0.0,49,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
50,jjgoelsd,5e93f4e38099ec730377b072,0,114,115,dictator,submission_prolific,2022-01-30 21:05:38.505915,1,,,0.0,50,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
51,vhyxeouy,5ba7a90d168e5e0001e47228,0,114,115,dictator,submission_prolific,2022-01-30 21:05:40.439104,1,,,0.0,51,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
52,y04kk1i9,5f13c80de764c617c6b83856,0,114,115,dictator,submission_prolific,2022-01-30 21:05:52.858017,1,,,0.0,52,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
53,dn9g8561,60b7febe7ed0e65ddeed0dde,0,114,115,dictator,submission_prolific,2022-01-30 21:06:58.999362,1,,,0.0,53,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
54,o5g83z4h,610168bb050449e6d6d4bfbe,0,114,115,dictator,submission_prolific,2022-01-30 21:07:03.662519,1,,,0.0,54,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
55,vk64mh6i,610118f905527bf7e57e1848,0,2,115,start_cont,effort,2022-01-30 21:07:04.083737,1,,,0.0,55,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
56,9wks802s,61003e522bc23b7b3f65a8c0,0,114,115,dictator,submission_prolific,2022-01-30 21:07:08.232841,1,,,0.0,56,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
57,5lodgxve,616376b5ff2429e422b69961,0,114,115,dictator,submission_prolific,2022-01-30 21:07:23.858768,1,,,0.0,57,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
58,jiqlx9z2,5aad226f811b2000016f6be2,0,114,115,dictator,submission_prolific,2022-01-30 21:08:26.316349,1,,,0.0,58,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
59,o9u77r5x,5d7bb9a6cf0ed10017ec4de4,0,114,115,dictator,submission_prolific,2022-01-30 21:08:37.424521,1,,,0.0,59,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
60,xenj5ph4,5eac911e8fdf2d3021221f6a,0,114,115,dictator,submission_prolific,2022-01-30 21:08:39.337452,1,,,0.0,60,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
61,dm69x4rr,60e876e5d3a43d48cabc5bbf,0,114,115,dictator,submission_prolific,2022-01-30 21:09:37.636787,1,,,0.0,61,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
62,f1oc3yvg,617232a11d494debdf0fd605,0,114,115,dictator,submission_prolific,2022-01-30 21:10:17.608068,1,,,0.0,62,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
63,xu82j2wi,60ff0a524ac69866d65d2c3d,0,114,115,dictator,submission_prolific,2022-01-30 21:10:31.849648,1,,,0.0,63,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
64,5cvtkvvu,612cee0c062a190674f1307f,0,114,115,dictator,submission_prolific,2022-01-30 21:10:42.398743,1,,,0.0,64,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
65,395rw8i6,61242a20817c1d12dfe8ab12,0,114,115,dictator,submission_prolific,2022-01-30 21:11:16.535797,1,,,0.0,65,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
66,5mzktntr,5fecc1aaadaa09e9d38a3cb0,0,114,115,dictator,submission_prolific,2022-01-30 21:11:19.568707,1,,,0.0,66,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
67,sgctwzqv,614a88504af7e43f14e8dd35,0,114,115,dictator,submission_prolific,2022-01-30 21:11:41.014658,1,,,0.0,67,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
68,4695p78d,5dc1e42d031ed614e11366ee,0,114,115,dictator,submission_prolific,2022-01-30 21:11:42.720740,1,,,0.0,68,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
69,zphsa2rt,5e33837fa617e535a5be85a7,0,114,115,dictator,submission_prolific,2022-01-30 21:11:42.741317,1,,,0.0,69,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
70,c172k5kk,5eb5fc1f998c504f09656ba8,0,114,115,dictator,submission_prolific,2022-01-30 21:11:42.904851,1,,,0.0,70,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
71,sq72vvym,610164f46b97cc39fd1d9a45,0,114,115,dictator,submission_prolific,2022-01-30 21:11:44.274330,1,,,0.0,71,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
72,tgijg5ml,5e3afde82f2188000aa8e7c9,0,114,115,dictator,submission_prolific,2022-01-30 21:12:13.718790,1,,,0.0,72,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
73,xp2ef9f9,5e11fc3a76f45086a608f9bd,0,114,115,dictator,submission_prolific,2022-01-30 21:12:19.990666,1,,,0.0,73,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
74,mq1ozds9,614b831d7edb7798f13d2509,0,114,115,dictator,submission_prolific,2022-01-30 21:13:01.809255,1,,,0.0,74,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
75,162eaf0z,5e9ccdb28e7d581f1b4960de,0,114,115,dictator,submission_prolific,2022-01-30 21:13:04.224353,1,,,0.0,75,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
76,ye85pab9,60ac9b8ff8de9f4bdb4dc479,0,114,115,dictator,submission_prolific,2022-01-30 21:13:19.432523,1,,,0.0,76,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
77,nilkzghe,610085d607a6461fceaec758,0,114,115,dictator,submission_prolific,2022-01-30 21:13:20.271708,1,,,0.0,77,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
78,zkb9d4nr,5a78f57a2a842c0001fc43db,0,114,115,dictator,submission_prolific,2022-01-30 21:13:24.439911,1,,,0.0,78,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
79,58f22sq3,6108958e38de9bdc11f444c7,0,114,115,dictator,submission_prolific,2022-01-30 21:13:25.593692,1,,,0.0,79,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
80,9w3g9w86,60fe1c304865ae1ed8685dcb,0,114,115,dictator,submission_prolific,2022-01-30 21:13:38.059926,1,,,0.0,80,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
81,1ohwzif5,61317e73d02a20f7faba04ef,0,114,115,dictator,submission_prolific,2022-01-30 21:13:47.594047,1,,,0.0,81,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
82,w0dpbusd,5f50500950ebb81cfa392427,0,114,115,dictator,submission_prolific,2022-01-30 21:14:03.353058,1,,,0.0,82,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
83,xw1jmxqd,5efd4b214f972918f9f4b827,0,114,115,dictator,submission_prolific,2022-01-30 21:14:16.179304,1,,,0.0,83,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
84,7ffn3o2v,6172fa9eaaef2c328108a9b9,0,3,115,start_cont,comprehension_test,2022-01-30 21:14:16.782568,1,,,0.0,84,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
85,u2breqye,606b197a43dfda2edcd80803,0,114,115,dictator,submission_prolific,2022-01-30 21:14:25.802456,1,,,0.0,85,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
86,2fr392sr,6009eee6721c400d92d4cd39,0,64,115,exclusion_control,Introduction,2022-01-30 21:14:34.099033,1,,,0.0,86,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
87,lfa4w1er,6111122d4d0fad272b805eba,0,114,115,dictator,submission_prolific,2022-01-30 21:15:10.651510,1,,,0.0,87,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
88,63yhw6d8,5c2cca7e89f035000175b9e6,0,64,115,exclusion_control,Introduction,2022-01-30 21:15:32.617038,1,,,0.0,88,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
89,wzpq0c90,5aae3c75fb22320001baa633,0,114,115,dictator,submission_prolific,2022-01-30 21:15:43.313687,1,,,0.0,89,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
90,qwsxxm9c,5c630bf6787ee80001ffb964,0,114,115,dictator,submission_prolific,2022-01-30 21:15:52.381469,1,,,0.0,90,,0.0,,,,0,0,1,,26,,u1vjsq99,,,,,0
91,vso4a1cp,6112b77d1b334bdbef0a4e1b,0,114,115,dictator,submission_prolific,2022-01-30 21:15:59.201893,1,,,0.0,91,,0.0,,TYXXWS,0,0,0,1,,26,,u1vjsq99,,,,,0
